-5.942700000000000066e-02,-4.155799999999999772e-02,-3.479700000000000154e-02,-5.668999999999999734e-02,-5.942700000000000066e-02,-4.719299999999999884e-02,-5.572400000000000270e-02,-6.055399999999999672e-02,-5.588499999999999718e-02,-7.117800000000000515e-02,-5.025099999999999706e-02,-5.009000000000000258e-02,-5.025099999999999706e-02,-2.397239999999999926e-01,-4.325769999999999893e-01,-5.379300000000000054e-02,-5.411500000000000338e-02,-6.184200000000000114e-02,-7.246600000000000263e-02,-5.813900000000000318e-02,-5.636800000000000144e-02
-5.974899999999999656e-02,-4.638799999999999868e-02,-3.640700000000000186e-02,-5.459800000000000070e-02,-6.055399999999999672e-02,-4.848000000000000226e-02,-5.491999999999999660e-02,-4.445600000000000246e-02,-4.654900000000000010e-02,-7.198300000000000531e-02,-4.751500000000000168e-02,-4.960699999999999832e-02,-4.992900000000000116e-02,-2.348949999999999927e-01,-3.496730000000000116e-01,-5.411500000000000338e-02,-5.508099999999999802e-02,-5.717300000000000160e-02,-6.940799999999999748e-02,-5.813900000000000318e-02,-5.475900000000000212e-02
-5.974899999999999656e-02,-5.379300000000000054e-02,-3.866100000000000092e-02,-5.170000000000000290e-02,-6.828099999999999448e-02,-4.831900000000000084e-02,-5.491999999999999660e-02,-3.029000000000000095e-02,-3.721200000000000202e-02,-7.987099999999999755e-02,-4.896299999999999958e-02,-4.864099999999999674e-02,-5.105599999999999722e-02,-2.186359999999999970e-01,-2.382749999999999868e-01,-5.041199999999999848e-02,-5.443699999999999928e-02,-5.556300000000000128e-02,-6.699299999999999700e-02,-5.813900000000000318e-02,-5.813900000000000318e-02
-6.119800000000000240e-02,-5.733400000000000302e-02,-4.252399999999999930e-02,-5.009000000000000258e-02,-7.005200000000000315e-02,-4.671000000000000152e-02,-5.298800000000000038e-02,-1.966499999999999845e-02,-2.497699999999999920e-02,-8.132000000000000339e-02,-5.395400000000000196e-02,-4.928500000000000242e-02,-5.186099999999999738e-02,-1.837030000000000052e-01,-9.999399999999999955e-02,-5.105599999999999722e-02,-5.588499999999999718e-02,-5.685099999999999876e-02,-6.280800000000000272e-02,-5.781700000000000034e-02,-5.282699999999999896e-02
-5.894400000000000334e-02,-6.135899999999999688e-02,-4.558299999999999852e-02,-5.057299999999999990e-02,-7.407600000000000295e-02,-4.316799999999999804e-02,-5.588499999999999718e-02,-1.258199999999999943e-02,-1.322599999999999991e-02,-8.808100000000000651e-02,-5.588499999999999718e-02,-5.331000000000000322e-02,-4.896299999999999958e-02,-1.392730000000000079e-01,3.603399999999999659e-02,-5.041199999999999848e-02,-5.862200000000000050e-02,-5.266599999999999754e-02,-5.813900000000000318e-02,-5.926599999999999924e-02,-5.395400000000000196e-02
-5.717300000000000160e-02,-6.860299999999999732e-02,-5.170000000000000290e-02,-5.524199999999999944e-02,-7.101799999999999780e-02,-4.638799999999999868e-02,-5.508099999999999802e-02,-6.948000000000000183e-03,-3.245000000000000055e-03,-8.791999999999999815e-02,-5.636800000000000144e-02,-5.105599999999999722e-02,-4.992900000000000116e-02,-8.115899999999999503e-02,1.503289999999999904e-01,-4.992900000000000116e-02,-5.475900000000000212e-02,-4.896299999999999958e-02,-5.717300000000000160e-02,-6.071499999999999814e-02,-5.234400000000000164e-02
-5.974899999999999656e-02,-7.117800000000000515e-02,-5.459800000000000070e-02,-5.459800000000000070e-02,-7.327100000000000279e-02,-4.719299999999999884e-02,-5.620700000000000002e-02,-1.064999999999999974e-02,8.666999999999999357e-03,-9.291099999999999359e-02,-5.524199999999999944e-02,-5.057299999999999990e-02,-5.153900000000000148e-02,-2.417300000000000004e-02,2.377410000000000079e-01,-4.831900000000000084e-02,-5.572400000000000270e-02,-4.590500000000000136e-02,-5.974899999999999656e-02,-5.813900000000000318e-02,-5.395400000000000196e-02
-5.942700000000000066e-02,-7.359300000000000563e-02,-5.170000000000000290e-02,-5.298800000000000038e-02,-7.053500000000000048e-02,-4.638799999999999868e-02,-5.298800000000000038e-02,-1.435299999999999944e-02,1.977500000000000091e-02,-9.403799999999999659e-02,-5.668999999999999734e-02,-4.928500000000000242e-02,-4.799699999999999800e-02,2.170700000000000060e-02,2.704199999999999937e-01,-4.687100000000000294e-02,-5.443699999999999928e-02,-4.107500000000000040e-02,-6.039300000000000224e-02,-5.347099999999999770e-02,-5.105599999999999722e-02
-5.926599999999999924e-02,-7.278800000000000547e-02,-5.137800000000000006e-02,-5.572400000000000270e-02,-6.989099999999999480e-02,-4.606600000000000278e-02,-5.395400000000000196e-02,-1.918200000000000113e-02,3.007800000000000057e-02,-9.113999999999999879e-02,-6.023200000000000082e-02,-4.960699999999999832e-02,-5.282699999999999896e-02,6.130800000000000138e-02,2.647860000000000213e-01,-4.300699999999999662e-02,-5.282699999999999896e-02,-3.544100000000000028e-02,-5.829999999999999766e-02,-5.556300000000000128e-02,-5.041199999999999848e-02
-6.151999999999999830e-02,-7.584699999999999775e-02,-5.427599999999999786e-02,-5.733400000000000302e-02,-6.844200000000000284e-02,-4.783599999999999658e-02,-5.234400000000000164e-02,-2.191900000000000098e-02,2.508700000000000166e-02,-9.194499999999999895e-02,-6.313000000000000556e-02,-4.928500000000000242e-02,-5.025099999999999706e-02,8.304000000000000270e-02,2.226090000000000013e-01,-4.477799999999999836e-02,-5.009000000000000258e-02,-2.980700000000000016e-02,-6.023200000000000082e-02,-5.186099999999999738e-02,-5.153900000000000148e-02
